product_id,product_name,category,sub_category,brand,unit,mrp,selling_price,discount_pct,shelf_life_days
PR00075,Tata Sampann Atta 200kg,Staples & Grains,Atta,Tata Sampann,kg,1044.75,888.04,15,19
PR00076,Vim Toilet Cleaner 1000pack,Household Care,Toilet Cleaner,Vim,pack,529.49,476.54,10,62
PR00077,Coca-Cola Tea 1000L,Beverages,Tea,Coca-Cola,L,527.45,527.45,0,360
PR00078,Lizol Floor Cleaner 1pack,Household Care,Floor Cleaner,Lizol,pack,58.36,55.44,5,296
PR00079,Johnson's Diapers 1ml,Baby Care,Diapers,Johnson's,ml,146.41,139.09,5,260
PR00080,Classmate Sketch Pens 750set,Stationery & Books,Sketch Pens,Classmate,set,411.82,391.23,5,206
PR00081,Lizol Floor Cleaner 10ml,Household Care,Floor Cleaner,Lizol,ml,494.74,494.74,0,27
PR00082,Fresh To Home Fish Fillet 200kg,Meat & Seafood,Fish Fillet,Fresh To Home,kg,1870.2,1870.2,0,355
PR00083,Pepsi Mineral Water 5ml,Beverages,Mineral Water,Pepsi,ml,297.26,297.26,0,155
PR00084,Himalaya Face Wash 750g,Personal Care,Face Wash,Himalaya,g,221.63,188.39,15,124
PR00085,Harpic Floor Cleaner 750ml,Household Care,Floor Cleaner,Harpic,ml,406.74,325.39,20,176
PR00086,Godrej Yummiez Chicken Nuggets 250g,Frozen Food,Chicken Nuggets,Godrej Yummiez,g,809.72,688.26,15,315
PR00087,Godrej Yummiez Frozen Peas 5pack,Frozen Food,Frozen Peas,Godrej Yummiez,pack,827.94,745.15,10,356
PR00088,Fresh To Home Prawns 200kg,Meat & Seafood,Prawns,Fresh To Home,kg,2024.26,2024.26,0,303
PR00089,India Gate Sunflower Oil 1kg,Staples & Grains,Sunflower Oil,India Gate,kg,1061.36,1008.29,5,77
PR00090,Cello Geometry Box 500set,Stationery & Books,Geometry Box,Cello,set,1165.3,1165.3,0,245
PR00091,Classmate Notebook 500set,Stationery & Books,Notebook,Classmate,set,422.45,422.45,0,230
PR00092,Classmate Geometry Box 750set,Stationery & Books,Geometry Box,Classmate,set,1006.08,905.47,10,344
PR00093,Britannia Toned Milk 1pack,Dairy & Bakery,Toned Milk,Britannia,pack,393.55,275.48,30,70
PR00094,Harpic Toilet Cleaner 500pack,Household Care,Toilet Cleaner,Harpic,pack,1038.44,934.6,10,87
PR00095,Camlin Geometry Box 500set,Stationery & Books,Geometry Box,Camlin,set,960.97,960.97,0,304
PR00096,Himalaya Baby Baby Wipes 200pack,Baby Care,Baby Wipes,Himalaya Baby,pack,1526.22,1449.91,5,50
PR00097,Licious Fish Fillet 500kg,Meat & Seafood,Fish Fillet,Licious,kg,507.98,507.98,0,304
PR00098,Farm Spinach 100pack,Fruits & Vegetables,Spinach,Farm,pack,387.92,349.13,10,336
PR00099,Pepsi Coffee 10ml,Beverages,Coffee,Pepsi,ml,452.1,429.5,5,310
PR00100,Britannia Toned Milk 2pack,Dairy & Bakery,Toned Milk,Britannia,pack,615.14,522.87,15,81
PR00101,Pedigree Pet Shampoo 2g,Pet Care,Pet Shampoo,Pedigree,g,216.67,151.67,30,356
PR00102,Tata Tea Juice 5L,Beverages,Juice,Tata Tea,L,903.74,722.99,20,288
PR00103,Aashirvaad Salt 250kg,Staples & Grains,Salt,Aashirvaad,kg,72.59,50.81,30,164
PR00104,Amul Butter 5L,Dairy & Bakery,Butter,Amul,L,736.59,736.59,0,263
PR00105,Lays Namkeen 200g,Snacks & Branded Foods,Namkeen,Lays,g,769.48,731.01,5,293
PR00106,Classmate Geometry Box 2pack,Stationery & Books,Geometry Box,Classmate,pack,536.7,509.86,5,161
PR00107,Cello Geometry Box 2pack,Stationery & Books,Geometry Box,Cello,pack,837.18,669.74,20,296
PR00108,Real Coffee 500L,Beverages,Coffee,Real,L,790.34,790.34,0,200
PR00109,Farm Cucumber 5kg,Fruits & Vegetables,Cucumber,Farm,kg,1118.27,1006.44,10,280
PR00110,Tata Sampann Atta 2kg,Staples & Grains,Atta,Tata Sampann,kg,215.77,161.83,25,309
PR00111,Amul Toned Milk 200pack,Dairy & Bakery,Toned Milk,Amul,pack,1140.74,1026.67,10,347
PR00112,Colgate Face Wash 1000ml,Personal Care,Face Wash,Colgate,ml,79.78,63.82,20,96
PR00113,Kurkure Biscuits 10pack,Snacks & Branded Foods,Biscuits,Kurkure,pack,351.87,263.9,25,361
PR00114,Britannia Toned Milk 500g,Dairy & Bakery,Toned Milk,Britannia,g,1136.9,1136.9,0,176
PR00115,Tata Tea Soft Drink 250L,Beverages,Soft Drink,Tata Tea,L,143.63,100.54,30,157
PR00116,Colgate Toothpaste 2ml,Personal Care,Toothpaste,Colgate,ml,450.53,428.0,5,264
PR00117,Amul Cheese Slices 250L,Dairy & Bakery,Cheese Slices,Amul,L,938.7,844.83,10,248
PR00118,Zappfresh Chicken Breast 750kg,Meat & Seafood,Chicken Breast,Zappfresh,kg,593.2,593.2,0,353
PR00119,Tata Sampann Salt 5kg,Staples & Grains,Salt,Tata Sampann,kg,220.7,220.7,0,163
PR00120,Amul Curd 1000L,Dairy & Bakery,Curd,Amul,L,1020.46,1020.46,0,231
PR00121,Whiskas Pet Shampoo 5g,Pet Care,Pet Shampoo,Whiskas,g,741.67,741.67,0,170
PR00122,Pampers Baby Lotion 750pack,Baby Care,Baby Lotion,Pampers,pack,1561.42,1561.42,0,99
PR00123,Himalaya Soap 10g,Personal Care,Soap,Himalaya,g,422.58,422.58,0,55
PR00124,Surf Excel Floor Cleaner 100pack,Household Care,Floor Cleaner,Surf Excel,pack,1130.25,1073.74,5,85
PR00125,Nestle Curd 1pack,Dairy & Bakery,Curd,Nestle,pack,937.08,937.08,0,325
PR00126,Farm Spinach 10pack,Fruits & Vegetables,Spinach,Farm,pack,466.62,373.3,20,26
PR00127,India Gate Sugar 100kg,Staples & Grains,Sugar,India Gate,kg,308.11,292.7,5,214
PR00128,Britannia Cake 200L,Dairy & Bakery,Cake,Britannia,L,54.24,46.1,15,229
PR00129,Amul Cake 5pack,Dairy & Bakery,Cake,Amul,pack,315.6,315.6,0,148
PR00130,Pampers Baby Lotion 2pack,Baby Care,Baby Lotion,Pampers,pack,44.64,35.71,20,250
PR00131,Bisleri Soft Drink 1ml,Beverages,Soft Drink,Bisleri,ml,72.41,61.55,15,260
PR00132,Britannia Curd 750pack,Dairy & Bakery,Curd,Britannia,pack,855.99,770.39,10,164
PR00133,Nestle Curd 10pack,Dairy & Bakery,Curd,Nestle,pack,130.88,98.16,25,98
PR00134,Fresh Apple 1000g,Fruits & Vegetables,Apple,Fresh,g,547.66,438.13,20,335
PR00135,Fresh To Home Chicken Breast 750kg,Meat & Seafood,Chicken Breast,Fresh To Home,kg,871.65,784.48,10,79
PR00136,Organic Banana 750g,Fruits & Vegetables,Banana,Organic,g,682.98,648.83,5,296
PR00137,Organic Mango 250kg,Fruits & Vegetables,Mango,Organic,kg,956.52,956.52,0,136
PR00138,Farm Apple 250pack,Fruits & Vegetables,Apple,Farm,pack,400.47,340.4,15,20
PR00139,Fresh Apple 5g,Fruits & Vegetables,Apple,Fresh,g,1197.14,1077.43,10,3
PR00140,Haldiram's Nachos 1pack,Snacks & Branded Foods,Nachos,Haldiram's,pack,1032.56,929.3,10,320
PR00141,Himalaya Baby Baby Wipes 100pack,Baby Care,Baby Wipes,Himalaya Baby,pack,566.5,509.85,10,36
PR00142,Organic Tomato 250kg,Fruits & Vegetables,Tomato,Organic,kg,389.16,311.33,20,91
PR00143,ITC Master Chef Paratha 500g,Frozen Food,Paratha,ITC Master Chef,g,496.34,496.34,0,88
PR00144,Nestle Cheese Slices 200L,Dairy & Bakery,Cheese Slices,Nestle,L,490.17,416.64,15,8
PR00145,Licious Mutton Curry Cut 500g,Meat & Seafood,Mutton Curry Cut,Licious,g,1301.96,1301.96,0,277
PR00146,Tata Sampann Sunflower Oil 1L,Staples & Grains,Sunflower Oil,Tata Sampann,L,640.72,608.68,5,248
PR00147,Fortune Salt 5kg,Staples & Grains,Salt,Fortune,kg,397.75,377.86,5,322
PR00148,Whiskas Pet Shampoo 1g,Pet Care,Pet Shampoo,Whiskas,g,145.16,145.16,0,205
PR00149,Nestle Cake 2pack,Dairy & Bakery,Cake,Nestle,pack,90.19,85.68,5,151
PR00150,Britannia Butter 500pack,Dairy & Bakery,Butter,Britannia,pack,386.46,367.14,5,190
PR00151,Nivea Toothpaste 10g,Personal Care,Toothpaste,Nivea,g,1098.85,1043.91,5,39
PR00152,Nestle Cake 1000pack,Dairy & Bakery,Cake,Nestle,pack,911.91,911.91,0,300
PR00153,ITC Biscuits 10pack,Snacks & Branded Foods,Biscuits,ITC,pack,797.35,797.35,0,60
PR00154,Kurkure Nachos 100g,Snacks & Branded Foods,Nachos,Kurkure,g,936.89,843.2,10,167
PR00155,Bingo Biscuits 1g,Snacks & Branded Foods,Biscuits,Bingo,g,342.82,342.82,0,121
PR00156,Nestle Paneer 1L,Dairy & Bakery,Paneer,Nestle,L,324.23,324.23,0,122
PR00157,Nivea Shampoo 2ml,Personal Care,Shampoo,Nivea,ml,1034.68,1034.68,0,135
PR00158,ITC Master Chef Paratha 100pack,Frozen Food,Paratha,ITC Master Chef,pack,813.41,691.4,15,33
PR00159,Drools Cat Food 2g,Pet Care,Cat Food,Drools,g,911.52,729.22,20,86
PR00160,Tata Tea Soft Drink 5ml,Beverages,Soft Drink,Tata Tea,ml,1150.74,1093.2,5,218
PR00161,Farm Banana 1000kg,Fruits & Vegetables,Banana,Farm,kg,515.09,386.32,25,87
PR00162,Godrej Yummiez Frozen Peas 5g,Frozen Food,Frozen Peas,Godrej Yummiez,g,1062.16,849.73,20,126
PR00163,Fresh To Home Fish Fillet 100kg,Meat & Seafood,Fish Fillet,Fresh To Home,kg,937.65,890.77,5,173
PR00164,Real Juice 5ml,Beverages,Juice,Real,ml,818.05,572.63,30,44
PR00165,Fresh Onion 100g,Fruits & Vegetables,Onion,Fresh,g,1174.15,1174.15,0,194
PR00166,Farm Onion 200kg,Fruits & Vegetables,Onion,Farm,kg,740.91,740.91,0,222
PR00167,ITC Master Chef Paratha 5g,Frozen Food,Paratha,ITC Master Chef,g,448.4,448.4,0,1
PR00168,Godrej Yummiez Chicken Nuggets 1pack,Frozen Food,Chicken Nuggets,Godrej Yummiez,pack,664.01,597.61,10,147
PR00169,McCain Chicken Nuggets 1pack,Frozen Food,Chicken Nuggets,McCain,pack,526.25,473.62,10,11
PR00170,Nestle Paneer 5L,Dairy & Bakery,Paneer,Nestle,L,823.47,782.3,5,279
PR00171,Surf Excel Dishwash Gel 500pack,Household Care,Dishwash Gel,Surf Excel,pack,982.56,933.43,5,116
PR00172,Himalaya Baby Baby Wipes 10ml,Baby Care,Baby Wipes,Himalaya Baby,ml,1686.82,1602.48,5,309
PR00173,Aashirvaad Sugar 100kg,Staples & Grains,Sugar,Aashirvaad,kg,373.58,317.54,15,94
PR00174,Surf Excel Toilet Cleaner 500ml,Household Care,Toilet Cleaner,Surf Excel,ml,340.52,340.52,0,76
PR00175,Johnson's Baby Wipes 1000ml,Baby Care,Baby Wipes,Johnson's,ml,2144.35,1929.92,10,294
PR00176,Drools Pet Shampoo 750g,Pet Care,Pet Shampoo,Drools,g,265.65,265.65,0,33
PR00177,Haldiram's Nachos 1g,Snacks & Branded Foods,Nachos,Haldiram's,g,399.4,439.34000000000003,10,239
PR00178,Classmate Notebook 750set,Stationery & Books,Notebook,Classmate,set,887.9,887.9,0,208
PR00179,Farm Tomato 1000g,Fruits & Vegetables,Tomato,Farm,g,907.22,635.05,30,240
PR00180,Real Juice 500L,Beverages,Juice,Real,L,98.32,98.32,0,37
PR00181,Mother Dairy Paneer 500pack,Dairy & Bakery,Paneer,Mother Dairy,pack,974.26,681.98,30,201
PR00182,Haldiram's Namkeen 1000g,Snacks & Branded Foods,Namkeen,Haldiram's,g,262.49,262.49,0,223
PR00183,Nivea Body Lotion 5g,Personal Care,Body Lotion,Nivea,g,123.76,123.76,0,238
PR00184,Licious Mutton Curry Cut 100kg,Meat & Seafood,Mutton Curry Cut,Licious,kg,786.51,747.18,5,258
PR00185,McCain Frozen Peas 2pack,Frozen Food,Frozen Peas,McCain,pack,851.49,723.77,15,83
PR00186,Nestle Cheese Slices 1000g,Dairy & Bakery,Cheese Slices,Nestle,g,641.48,577.33,10,357
PR00187,Johnson's Diapers 750pack,Baby Care,Diapers,Johnson's,pack,1424.53,1353.3,5,254
PR00188,Bisleri Juice 1ml,Beverages,Juice,Bisleri,ml,199.8,179.82,10,344
PR00189,India Gate Atta 5L,Staples & Grains,Atta,India Gate,L,105.88,95.29,10,56
PR00190,Nestle Curd 1L,Dairy & Bakery,Curd,Nestle,L,1110.92,1110.92,0,129
PR00191,Tata Tea Juice 200L,Beverages,Juice,Tata Tea,L,626.53,595.2,5,103
PR00192,Licious Mutton Curry Cut 750kg,Meat & Seafood,Mutton Curry Cut,Licious,kg,502.07,451.86,10,359
PR00193,Organic Onion 2g,Fruits & Vegetables,Onion,Organic,g,66.9,53.52,20,260
PR00194,Classmate Notebook 1000set,Stationery & Books,Notebook,Classmate,set,978.8,783.04,20,317
PR00195,Lizol Toilet Cleaner 1ml,Household Care,Toilet Cleaner,Lizol,ml,778.61,700.75,10,196
PR00196,Harpic Detergent Powder 5kg,Household Care,Detergent Powder,Harpic,kg,564.91,564.91,0,177
PR00197,Nestle Toned Milk 250g,Dairy & Bakery,Toned Milk,Nestle,g,1012.88,911.59,10,216
PR00198,Coca-Cola Soft Drink 200L,Beverages,Soft Drink,Coca-Cola,L,126.8,120.46,5,9
PR00199,Himalaya Body Lotion 750g,Personal Care,Body Lotion,Himalaya,g,123.03,116.88,5,339
PR00200,Farm Cucumber 750g,Fruits & Vegetables,Cucumber,Farm,g,111.16,88.93,20,265
PR00201,Whiskas Dog Food 1g,Pet Care,Dog Food,Whiskas,g,1126.33,1126.33,0,174
PR00202,Dove Body Lotion 200g,Personal Care,Body Lotion,Dove,g,715.84,608.46,15,178
PR00203,Godrej Yummiez Chicken Nuggets 10g,Frozen Food,Chicken Nuggets,Godrej Yummiez,g,124.59,87.21,30,89
PR00204,ITC Master Chef Paratha 200g,Frozen Food,Paratha,ITC Master Chef,g,1014.5,760.88,25,222
PR00205,Nivea Face Wash 1g,Personal Care,Face Wash,Nivea,g,92.36,69.27,25,42
PR00206,Godrej Yummiez Paratha 5g,Frozen Food,Paratha,Godrej Yummiez,g,1004.39,1004.39,0,247
PR00207,Fresh Capsicum 750pack,Fruits & Vegetables,Capsicum,Fresh,pack,834.4,750.96,10,163
PR00208,Nestle Curd 500g,Dairy & Bakery,Curd,Nestle,g,1024.93,922.44,10,45
PR00209,Kurkure Potato Chips 250g,Snacks & Branded Foods,Potato Chips,Kurkure,g,339.57,288.63,15,266
PR00210,India Gate Sunflower Oil 1000L,Staples & Grains,Sunflower Oil,India Gate,L,1010.96,960.41,5,146
PR00211,Zappfresh Mutton Curry Cut 750g,Meat & Seafood,Mutton Curry Cut,Zappfresh,g,796.93,796.93,0,49
PR00212,Godrej Yummiez Frozen Peas 500g,Frozen Food,Frozen Peas,Godrej Yummiez,g,1174.82,998.6,15,142
PR00213,Fresh Tomato 1kg,Fruits & Vegetables,Tomato,Fresh,kg,601.85,601.85,0,331
PR00214,Pepsi Tea 1000L,Beverages,Tea,Pepsi,L,436.42,414.6,5,223
PR00215,Cello Notebook 100set,Stationery & Books,Notebook,Cello,set,927.61,742.09,20,67
PR00216,Godrej Yummiez French Fries 1g,Frozen Food,French Fries,Godrej Yummiez,g,236.14,236.14,0,357
PR00217,Cello Sketch Pens 750pack,Stationery & Books,Sketch Pens,Cello,pack,949.2,901.74,5,352
PR00218,Tata Sampann Sugar 750L,Staples & Grains,Sugar,Tata Sampann,L,903.67,813.3,10,313
PR00219,Cello Geometry Box 750pack,Stationery & Books,Geometry Box,Cello,pack,572.84,458.27,20,359
PR00220,Colgate Toothpaste 250ml,Personal Care,Toothpaste,Colgate,ml,976.31,829.86,15,270
PR00221,Nivea Toothpaste 10ml,Personal Care,Toothpaste,Nivea,ml,281.99,267.89,5,183
PR00222,Fresh To Home Fish Fillet 100kg,Meat & Seafood,Fish Fillet,Fresh To Home,kg,1484.9,1336.41,10,56
PR00223,Surf Excel Toilet Cleaner 2kg,Household Care,Toilet Cleaner,Surf Excel,kg,342.26,273.81,20,267
PR00224,Cello Geometry Box 10pack,Stationery & Books,Geometry Box,Cello,pack,392.56,392.56,0,347
PR00225,Bingo Mixture 2g,Snacks & Branded Foods,Mixture,Bingo,g,465.63,465.63,0,206
PR00226,Amul Curd 750pack,Dairy & Bakery,Curd,Amul,pack,845.95,676.76,20,226
PR00227,Himalaya Baby Baby Wipes 1ml,Baby Care,Baby Wipes,Himalaya Baby,ml,1275.37,1211.6,5,107
PR00228,India Gate Sunflower Oil 1L,Staples & Grains,Sunflower Oil,India Gate,L,62.02,55.82,10,229
PR00229,Organic Apple 5pack,Fruits & Vegetables,Apple,Organic,pack,853.03,810.38,5,345
PR00230,Fresh Mango 500g,Fruits & Vegetables,Mango,Fresh,g,1007.08,805.66,20,291
PR00231,Tata Tea Soft Drink 250L,Beverages,Soft Drink,Tata Tea,L,853.13,597.19,30,306
PR00232,Harpic Dishwash Gel 200pack,Household Care,Dishwash Gel,Harpic,pack,540.27,486.24,10,67
PR00233,Organic Mango 250kg,Fruits & Vegetables,Mango,Organic,kg,627.46,627.46,0,255
PR00234,Pampers Diapers 2ml,Baby Care,Diapers,Pampers,ml,1016.31,965.49,5,5
PR00235,Camlin Notebook 1pack,Stationery & Books,Notebook,Camlin,pack,650.59,650.59,0,139
PR00236,Tata Sampann Salt 100kg,Staples & Grains,Salt,Tata Sampann,kg,407.12,407.12,0,186
PR00237,Britannia Toned Milk 250pack,Dairy & Bakery,Toned Milk,Britannia,pack,520.88,416.7,20,7
PR00238,Himalaya Baby Baby Shampoo 2ml,Baby Care,Baby Shampoo,Himalaya Baby,ml,1294.24,1229.53,5,225
PR00239,Lizol Floor Cleaner 2pack,Household Care,Floor Cleaner,Lizol,pack,1118.12,1062.21,5,76
PR00240,Amul Cheese Slices 200L,Dairy & Bakery,Cheese Slices,Amul,L,470.8,470.8,0,167
PR00241,Bisleri Coffee 100L,Beverages,Coffee,Bisleri,L,346.72,312.05,10,162
PR00242,Fresh Carrot 1pack,Fruits & Vegetables,Carrot,Fresh,pack,29.4,29.4,0,12
PR00243,Pampers Diapers 750pack,Baby Care,Diapers,Pampers,pack,1207.49,1207.49,0,354
PR00244,Aashirvaad Sunflower Oil 1L,Staples & Grains,Sunflower Oil,Aashirvaad,L,184.41,165.97,10,39
PR00245,India Gate Toor Dal 500L,Staples & Grains,Toor Dal,India Gate,L,832.0,832.0,0,54
PR00246,Farm Banana 5g,Fruits & Vegetables,Banana,Farm,g,430.39,408.87,5,191
PR00247,Organic Apple 100kg,Fruits & Vegetables,Apple,Organic,kg,1154.26,1096.55,5,151
PR00248,Amul Butter 2L,Dairy & Bakery,Butter,Amul,L,367.84,367.84,0,363
PR00249,Camlin Sketch Pens 1set,Stationery & Books,Sketch Pens,Camlin,set,439.17,439.17,0,18
PR00250,Fortune Sunflower Oil 5kg,Staples & Grains,Sunflower Oil,Fortune,kg,591.63,591.63,0,21
PR00251,Mother Dairy Cake 2g,Dairy & Bakery,Cake,Mother Dairy,g,633.99,475.49,25,336
PR00252,Drools Cat Food 200g,Pet Care,Cat Food,Drools,g,799.73,719.76,10,216
PR00253,Harpic Dishwash Gel 10pack,Household Care,Dishwash Gel,Harpic,pack,775.35,542.74,30,266
PR00254,Godrej Yummiez French Fries 10pack,Frozen Food,French Fries,Godrej Yummiez,pack,901.73,856.64,5,330
